Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent
15127,499.7999878,212.9039154,91.15163422,0.903714776,15370,0.712999642
14115,486.2720032,207.5510406,87.78108978,0.906158924,14422,0.600817263
15147,511.2940063,216.0992889,90.94638824,0.907128096,15637,0.53485167
16419,531.4210205,224.0659485,94.54113007,0.906626344,16874,0.550419033
13737,484.3850098,209.5435181,84.1657486,0.915787816,13944,0.605207503
11549,440.2479858,179.1168823,84.49580383,0.881740093,11961,0.595401347
16490,520.3189697,212.0107574,101.6800079,0.877488136,16873,0.629365265
14011,475.8729858,197.7286377,91.15908051,0.887383878,14315,0.777611256
12473,470.3399963,202.4428253,79.02429962,0.920664966,12806,0.525976241
15319,506.0249939,208.2277527,94.83874512,0.890257895,15813,0.573702335
15498,512.7039795,215.8083496,92.62403107,0.903211474,15914,0.578888416
13902,479.2319946,201.1148834,89.12859344,0.896436334,14202,0.698698282
14837,499.8320007,210.0672455,91.26864624,0.900684655,15263,0.680097163
16091,508.8309937,209.1838837,99.23175812,0.880322516,16431,0.670458317
15543,507.3850098,211.6512146,94.57139587,0.894620597,15976,0.652930081
13683,492.9750061,213.9091949,83.12070465,0.921415269,14070,0.761266291
12161,445.0480042,182.3347473,86.27270508,0.880978882,12428,0.602805614
13711,483.2149963,203.8807678,86.62690735,0.905244946,14097,0.561466038
12518,473.3840027,203.9220581,80.00766754,0.919818401,12778,0.680326104
13302,482.6900024,209.39711,81.748909,0.92064476,13827,0.595327616
16418,534.9899902,230.1585846,91.78717804,0.917038023,16736,0.646276176
14166,491.6130066,209.0363464,87.52461243,0.908122182,14386,0.602295935
14223,480.9530029,201.3895569,90.38588715,0.893626571,14441,0.641947985
12518,460.7219849,195.6509247,82.36373901,0.9070732,12813,0.689887047
12854,474.1380005,202.1957092,81.74695587,0.914628148,13242,0.643278956
15705,498.9639893,208.5411682,96.63723755,0.886151075,16009,0.773645341
14451,487.2200012,201.294693,92.73952484,0.887548029,14776,0.647272229
14064,486.8900146,204.1630707,88.52142334,0.901114106,14388,0.648379505
13524,487.4689941,208.1534271,83.61426544,0.915773332,13830,0.637924552
13677,494.6350098,219.5995636,79.63166046,0.931936264,13936,0.532096148
12921,476.7460022,206.2226257,80.40367889,0.920862377,13218,0.546920657
13251,460.5320129,190.9163055,88.99755859,0.884700418,13528,0.749915123
14601,505.2489929,215.9343872,86.7587204,0.915735006,14991,0.668543935
15141,505.42099,209.5935974,93.09237671,0.895949185,15559,0.566399813
12599,455.2810059,188.0159149,86.37448883,0.888229549,12897,0.621252477
13158,470.9960022,201.0183868,84.50301361,0.907350659,13462,0.619783342
15191,501.8919983,211.7231903,92.78570557,0.898857653,15492,0.568376541
13837,483.5939941,204.3109283,87.28925323,0.904139519,14139,0.569423854
13645,484.3250122,205.5389709,85.92192841,0.908432186,13972,0.547134995
16199,511.2279968,210.0016479,99.41775513,0.880839944,16637,0.738264501
13169,474.8370056,201.3801117,84.48709106,0.907736659,13505,0.547112584
14022,483.0190125,204.4829559,88.56926727,0.901327789,14358,0.704729378
12471,445.3739929,184.9920654,86.85975647,0.882915258,12688,0.671784103
12706,463.4509888,194.1814575,84.88485718,0.899392545,13011,0.797314286
14918,500.2709961,210.4246063,91.21054077,0.901173055,15185,0.640725017
14641,505.0020142,211.5836487,90.03343201,0.904948235,15034,0.629557967
15216,500.3680115,208.2284241,94.30258179,0.891571224,15558,0.573042572
12349,467.6650085,202.6878052,78.67498016,0.921592653,12572,0.548162282
13584,478.0570068,203.8369446,85.42742157,0.90794152,13877,0.676325619
14138,490.8340149,206.1808472,89.36727905,0.901181817,14523,0.762567401
11956,438.8959961,184.6437073,83.21842194,0.89267683,12121,0.577027023
10604,425.9259949,179.1511841,76.3516922,0.904635668,10830,0.574898362
14592,494.4400024,212.6799774,88.28739166,0.90976733,14838,0.745631039
15143,504.1400146,207.7341766,94.14838409,0.891400874,15628,0.571326137
12917,473.2349854,200.3253326,83.2011795,0.909670651,13302,0.666099429
15714,501.1549988,205.0133057,99.27554321,0.874935448,16074,0.733887553
15639,499.1390076,207.9804535,96.29037476,0.886369765,15895,0.706783593
15166,502.1650085,214.1398621,91.38510895,0.904367626,15475,0.79486376
13742,493.8540039,212.6080017,84.88685608,0.916835725,14272,0.583227217
13983,483.6679993,201.4852142,89.05701447,0.897013724,14320,0.567491889
11386,450.1199951,195.460434,75.84288788,0.921650231,11612,0.512859762
15636,513.2269897,214.3835602,93.97776031,0.898798168,15913,0.566275537
13507,468.2390137,197.5092468,87.92959595,0.895434976,13735,0.577222228
13186,477.3340149,201.5967712,84.66999054,0.907525599,13516,0.541831017
16053,523.8400269,220.9137726,93.89167786,0.905186296,16496,0.747973144
13557,483.9089966,206.2037201,84.38730621,0.912425697,13845,0.552580118
13104,476.9890137,202.4251099,83.61328888,0.910704792,13464,0.538815796
15167,514.2310181,220.546524,88.99761963,0.914965451,15456,0.628033102
14159,489.4360046,209.1313171,87.11465454,0.909110606,14410,0.547948897
14436,485.8259888,204.4699554,90.74992371,0.896110952,14864,0.614480913
15341,504.4630127,210.8721924,93.9865799,0.895180404,15628,0.768972456
14399,484.0820007,200.1735382,92.85159302,0.885910869,14849,0.604796708
16835,522.5349731,216.2716522,100.4325104,0.885635376,17404,0.735217035
13655,471.5249939,193.1961823,91.55775452,0.880572855,14053,0.710975766
14276,492.8399963,208.8769531,88.12108612,0.906651497,14706,0.582456112
12223,445.4389954,185.0290833,85.37150574,0.887194812,12460,0.796027362
13884,491.6180115,207.6543732,86.3434906,0.909454346,14232,0.542364955
15833,530.335022,225.2233887,91.51106262,0.913734198,16337,0.586407423
12861,471.92099,193.2509155,86.45822144,0.89433974,13330,0.633421957
15080,500.006012,209.5892792,92.79666138,0.896642745,15614,0.732323229
16898,526.9439697,217.8717957,100.3450317,0.887623787,17274,0.624464154
16254,532.7780151,223.5486298,94.11949921,0.907049179,16680,0.553685784
14274,488.8299866,203.5678558,89.92999268,0.897128761,14529,0.572356522
13965,478.5769958,203.2763519,88.1075058,0.901183844,14135,0.80787921
13860,484.7720032,200.7766266,88.84082794,0.896775484,14238,0.660881162
14546,494.1679993,212.3137207,87.87223816,0.910331786,14826,0.625742078
16559,524.1290283,223.637619,94.94790649,0.905399144,16961,0.775088906
15308,513.9899902,219.4679108,90.02393341,0.911999285,15720,0.763262868
14741,497.2250061,212.4633636,89.45372772,0.907046139,15036,0.553714991
13397,474.8649902,200.5462646,86.39673615,0.902444065,13762,0.694037199
13665,482.0769958,208.964035,84.61726379,0.914344609,13998,0.60121429
15390,511.5090027,214.466095,92.45722198,0.902302206,15788,0.773289144
14017,471.8139954,194.6434479,92.36013031,0.880250454,14314,0.708788455
14786,505.3890076,214.2183838,89.42656708,0.908697546,15177,0.7341609
15540,516.315979,217.3872223,92.47346497,0.905012071,16084,0.632478654
17082,548.4459839,230.1887207,95.75758362,0.909366429,17576,0.592466712
14195,488.4599915,203.5127106,89.95865631,0.897000432,14555,0.71735394
15172,504.1579895,213.2246704,91.66706085,0.902872503,15477,0.622441053
14434,486.6679993,201.2719574,92.73377228,0.88753581,14754,0.625986636
14019,475.7550049,194.5179291,92.81695557,0.87881428,14308,0.591119945
15888,518.5549927,218.1940918,94.05685425,0.902318656,16245,0.55753237
13000,460.3710022,195.0987549,85.72264862,0.898300886,13231,0.582855105
14806,509.3760071,214.1424255,89.6917038,0.908059418,15594,0.708794117
14713,493.2120056,206.9161224,91.64846802,0.896558344,15162,0.594032645
15713,518.4520264,218.7672577,92.42917633,0.906362891,16038,0.583519042
12765,460.3460083,196.3905487,83.89897156,0.904154897,13139,0.574353218
13487,473.7219849,197.1196594,87.78462219,0.895363212,13773,0.751406789
15252,501.3320007,207.5240479,94.27309418,0.890861213,15595,0.59171325
14709,489.5289917,204.9234619,91.86573029,0.893886745,15041,0.639799893
14331,502.0299988,212.5814514,87.35810089,0.911662638,14618,0.542758644
15475,511.7969971,220.4769287,90.20722961,0.91246897,15734,0.827318907
14368,491.5629883,211.2970734,87.20801544,0.910854757,14596,0.62442416
13670,486.8099976,207.7422028,84.57769775,0.913371086,13923,0.580960453
14232,505.8850098,214.1028748,86.41410828,0.914931059,14702,0.52602011
14441,495.3659973,210.0232849,89.20301819,0.905320466,14805,0.540214002
14093,488.5979919,204.3924561,89.15960693,0.89984113,14463,0.581106722
15121,503.4869995,212.9385223,91.33050537,0.90334934,15470,0.78379637
15569,528.7890015,221.5768433,90.98238373,0.911809623,16286,0.565692902
15684,513.8909912,221.9453278,90.82513428,0.912434399,15944,0.782010376
14622,481.6159973,200.0535583,94.38363647,0.881709993,14845,0.608945549
14850,509.2749939,215.9631958,89.12654877,0.910870075,15372,0.799418628
14017,491.0979919,212.42836,84.69094849,0.917090118,14287,0.762124836
11513,438.625,189.7222137,77.68550873,0.912323713,11736,0.684238672
14466,497.8399963,204.4095459,91.21478271,0.89491564,14885,0.656500995
12162,454.776001,191.1208038,82.31742859,0.902490914,12493,0.745220602
17180,547.2150269,238.4350891,93.01494598,0.920769989,17517,0.572208881
13831,483.6159973,202.8757782,88.29086304,0.900335431,14270,0.591068387
13925,478.2900085,196.5747681,91.43114471,0.885246873,14323,0.662779629
14045,482.7420044,200.0272369,90.7138443,0.891252458,14305,0.572610915
16588,531.3950195,221.885498,96.65257263,0.900142014,16854,0.578987777
16011,525.0689697,222.9464569,92.38245392,0.910108268,16298,0.556633294
14106,487.2520142,209.5693817,86.55519867,0.910724461,14348,0.542705476
15967,511.6149902,211.6907806,96.97522736,0.888901412,16329,0.586676955
11667,447.5249939,186.6712494,80.84287262,0.901357353,12039,0.667295814
13279,474.2359924,200.5447083,85.00814056,0.905715466,13757,0.728494644
13942,502.0310059,214.3379822,83.71970367,0.92056191,14273,0.644508123
14126,498.4249878,216.8854828,83.81038666,0.922320008,14410,0.760771215
14530,487.0969849,201.8062286,93.05895233,0.887332499,14926,0.68712759
14252,493.1140137,202.6546021,91.30965424,0.892742157,14627,0.563765824
14571,489.7309875,202.3937683,92.94208527,0.888325572,14884,0.584898829
16194,528.1209717,226.8743896,91.63518524,0.914801955,16524,0.552017987
14356,492.0220032,209.3755646,88.59430695,0.906066239,14652,0.576824188
15691,511.848999,213.6121674,94.91934967,0.895851433,16124,0.659147263
13954,484.5320129,203.6781769,88.20871735,0.901356041,14288,0.750860929
16226,517.684021,217.0805664,95.93837738,0.897040546,16466,0.583144665
15281,509.5169983,212.6968842,92.99383545,0.899358034,15689,0.640229583
15009,507.4169922,217.1329956,88.92488098,0.912291646,15387,0.598588169
14652,485.5469971,201.5536041,93.44861603,0.886022866,14883,0.593150377
15330,501.696991,209.6793213,93.87272644,0.894185483,15617,0.582623899
14407,482.79599,202.8323364,91.19192505,0.893233716,14671,0.742628872
14589,495.9299927,210.2839355,89.42494965,0.905072153,14853,0.665101409
16376,531.0009766,227.9448547,92.66851807,0.913633347,16667,0.741767466
14294,484.1940002,205.1284027,89.00131226,0.900970221,14542,0.70445025
14541,492.7850037,204.2571411,92.47101593,0.891653419,14893,0.758291602
16734,531.507019,220.6954803,97.83933258,0.896362066,17242,0.657111466
13434,483.3649902,204.5680237,84.15599823,0.911462128,13773,0.722258091
14878,506.0209961,212.1815796,90.43865204,0.904613733,15237,0.575774014
14504,502.5069885,212.2475739,87.93212891,0.910144746,14895,0.553418815
14723,491.0549927,204.1756744,93.06549072,0.890076637,15021,0.575679362
15830,520.5100098,219.4476166,92.66460419,0.906473398,16121,0.595112801
14842,505.7260132,214.9547424,88.66092682,0.910974264,15313,0.544500709
14400,486.8999939,200.1377106,93.24651337,0.88483119,14714,0.618131876
15676,512.335022,214.7678528,93.72193909,0.899758995,15961,0.779280186
16706,533.6259766,228.1561737,94.20754242,0.910772681,17037,0.636249363
14301,497.7739868,209.876358,87.29936981,0.909384668,14591,0.60068047
15070,504.0509949,210.0259857,92.37322235,0.898086905,15400,0.648730099
15381,503.57901,211.8835297,93.30974579,0.8978104,15749,0.740325391
15252,502.5910034,211.6311646,92.19615936,0.900118351,15495,0.574463248
14887,493.0450134,199.164917,96.6937027,0.874239087,15347,0.617128909
14493,506.8410034,219.0030823,84.91929626,0.921762943,14804,0.541106641
14897,491.1849976,205.7198486,92.87569427,0.89228791,15137,0.594453335
14690,506.855011,214.1594849,88.87600708,0.909821808,15064,0.584397495
11838,440.256012,181.3232727,83.83839417,0.886687219,12165,0.601524413
13694,464.5599976,191.3311005,91.70781708,0.877643049,13918,0.708799183
14471,503.6740112,207.9287262,90.16022491,0.901100039,14894,0.554954767
16654,519.0360107,217.2497101,98.99957275,0.890136063,16976,0.7633847
14990,507.7850037,213.4854584,90.17632294,0.906409383,15318,0.565916657
16934,533.0859985,225.3026733,96.45010376,0.903735518,17323,0.752622247
16030,512.8530273,210.2474823,97.63128662,0.885644615,16306,0.597799718
15035,486.6530151,198.2198334,97.85749817,0.869642675,15279,0.623755395
16008,521.007019,222.8452301,92.12952423,0.910538733,16315,0.611879826
14362,504.5769958,211.2930603,88.26586151,0.908565998,14724,0.541860044
14131,490.7009888,206.9266663,88.28404999,0.904419601,14519,0.752930522
12619,470.6140137,202.7645111,80.17954254,0.918495297,12937,0.607939482
14573,493.7799988,209.3558197,89.43750763,0.904155552,14847,0.650580347
14345,491.0190125,207.2198334,88.91106415,0.903272986,14650,0.592621684
13782,471.131012,194.4383392,90.97846222,0.883779347,14000,0.596623361
16431,509.3850098,208.0528717,101.9614868,0.871680319,16875,0.732219279
11940,443.9679871,187.3336182,82.18278503,0.898634791,12184,0.636392713
15856,509.019989,210.1643829,97.76021576,0.88522625,16160,0.762674391
14787,492.3129883,209.6788635,90.46773529,0.90213275,15066,0.795684457
16412,508.3670044,210.5748596,99.99417877,0.880059838,16759,0.730591178
15137,494.605011,206.4585266,93.99015045,0.890363872,15400,0.761725068
16199,514.1560059,217.6305084,95.51935577,0.898532927,16475,0.707688928
15375,515.4229736,215.9992981,91.61693573,0.905590177,15780,0.597597957
11447,447.3460083,190.3890533,79.03822327,0.909757257,11753,0.543542266
16094,504.1260071,208.3711853,99.03029633,0.879845917,16325,0.648533225
11784,438.1199951,181.7578888,83.74436188,0.887531638,11981,0.803765118
15517,481.3779907,194.6375122,102.0583878,0.85150218,15718,0.650117338
15065,506.8200073,212.4369049,91.3702774,0.902778625,15516,0.724627197
15529,509.0169983,207.0513153,96.9881134,0.88350302,15993,0.599737406
13584,478.5369873,204.6206512,84.80614471,0.910069585,13817,0.676022708
12618,457.8980103,193.8157196,83.47735596,0.902492881,12851,0.582225919
13253,473.4419861,198.6106567,85.91886902,0.901586175,13535,0.689972937
15907,527.2109985,224.2521973,91.44113922,0.913089037,16206,0.547667384
13084,473.7669983,195.8382416,86.37992859,0.897468805,13453,0.588044941
15367,501.9070129,210.0559845,94.47917938,0.893138885,15644,0.790605545
13319,468.2319946,192.9272461,89.33763123,0.886324942,13694,0.695218682
15715,511.25,210.9116058,96.00473785,0.890394628,16096,0.581412554
12745,453.0350037,187.0058441,87.66728973,0.883307338,13040,0.605175674
14400,481.506012,193.782959,96.51618958,0.867140651,14876,0.683890581
14329,486.2770081,206.5722961,89.21240234,0.901935816,14588,0.81276232
14818,487.0159912,197.8289795,97.38611603,0.870440125,15261,0.632599056
13391,486.1220093,213.1120758,80.99443817,0.924963653,13661,0.520240843
14500,495.1069946,214.2878418,86.66110992,0.914575815,14712,0.581208944
15815,504.223999,214.6546936,94.9879837,0.896760941,16059,0.809779823
12089,439.4920044,183.5766602,84.69467926,0.887213767,12302,0.814512849
14746,504.3139954,220.3434448,85.93157959,0.920819402,14995,0.797512174
13569,490.5419922,209.8494873,83.40635681,0.917620361,14061,0.530039072
15198,499.6260071,210.6334839,92.94599152,0.897374928,15521,0.746097207
12720,472.2340088,201.6408539,82.22841644,0.913072884,13352,0.745079637
14229,485.118988,206.5976868,88.72132874,0.903095365,14455,0.745168865
13567,481.4049988,202.0196991,86.41854858,0.903886259,13976,0.750927091
13431,482.5299988,212.4506073,81.18547821,0.924105227,13786,0.777977288
12985,466.1350098,196.666153,84.69309235,0.902521908,13221,0.588888884
15725,515.2579956,221.6600952,91.23171997,0.911371887,16027,0.600488782
15486,509.1359863,211.1135559,94.82223511,0.893454969,15921,0.686344922
13286,480.0710144,202.5484009,85.11695099,0.907417536,13633,0.550144911
15398,513.0230103,214.0542603,93.68448639,0.899137139,15936,0.695043802
14145,486.6080017,209.3532104,86.78947449,0.910021961,14370,0.766666651
16412,515.1149902,208.6945496,101.9417572,0.87257874,16857,0.773785949
15094,506.5069885,217.9382935,89.09558868,0.912619054,15346,0.668556511
15360,515.2979736,220.9217529,89.95549011,0.913346767,15662,0.641604006
13567,473.5750122,195.3531189,89.23707581,0.889570057,14020,0.646786809
13413,475.3900146,196.856781,87.78818512,0.895058095,13917,0.571008921
15236,497.2770081,209.1615601,94.06529999,0.89316678,15563,0.763709247
15028,498.82901,205.5384521,94.58416748,0.88782692,15382,0.577777803
15249,506.0499878,212.0909424,92.49422455,0.899895132,15582,0.78304404
14363,499.17099,210.2455444,88.11177826,0.907944739,14669,0.606853127
14988,491.7070007,205.0606689,94.85704041,0.886577368,15270,0.582013071
14318,477.493988,195.0235596,94.59472656,0.874490559,14585,0.760867238
14456,497.9880066,210.5318909,88.8842926,0.90650773,14865,0.67804879
15857,515.3220215,219.9654846,93.15426636,0.905898452,16109,0.699162245
12286,444.8869934,183.2887115,86.73105621,0.880958438,12583,0.681873679
14172,500.4289856,218.5715637,83.36390686,0.924408734,14399,0.608815193
15074,497.178009,205.6398163,94.62220001,0.887848675,15536,0.721105993
17353,539.0339966,220.9611969,101.4541016,0.888359308,17845,0.630307674
13415,470.355011,197.0299377,87.65262604,0.895595372,13629,0.582248271
16085,520.7059937,217.4963074,95.40557098,0.89865613,16514,0.702708602
14023,491.6690063,211.1591949,85.50136566,0.914354682,14262,0.539138794
13687,481.7449951,201.1745758,87.95717621,0.899355471,13979,0.698316336
14758,500.0100098,206.285141,92.72486877,0.893281102,15166,0.582399368
14413,502.0499878,211.9916382,88.64776611,0.908370495,14826,0.57608217
14321,494.3450012,211.6689911,86.82541656,0.911998153,14583,0.561277688
15276,506.6849976,212.1356812,93.06375122,0.898633957,15574,0.579228759
14407,494.9899902,208.7490387,88.66285706,0.905318081,14716,0.573755503
13272,471.8999939,201.4946899,84.15379333,0.908609033,13492,0.565728903
14965,483.5079956,203.5234528,94.31124878,0.886153102,15151,0.775549352
16122,539.0,233.9135132,89.53108215,0.923850715,16440,0.511160433
14969,515.0980225,222.0448456,87.43668365,0.91920495,15269,0.546214223
12347,475.3900146,207.0969238,77.08044434,0.928154528,12857,0.52094847
13816,484.276001,199.0134888,89.86624908,0.892241478,14356,0.64245522
14340,499.0960083,207.2510834,89.85896301,0.901117325,14863,0.663152039
14360,494.4570007,205.0970001,90.11699677,0.898297787,14825,0.657509148
14489,496.3850098,210.0363922,88.53156281,0.906825662,14843,0.615348697
15136,503.2600098,208.7720184,94.06877899,0.892735362,15471,0.595905483
13132,480.0190125,199.2529297,85.41971588,0.903446913,13594,0.580907702
13689,483.6549988,202.7220001,86.94031525,0.903368711,14183,0.776460588
14412,490.3240051,207.4761353,89.68951416,0.901735425,14703,0.598853171
12865,460.6659851,193.3482361,85.72440338,0.896339715,13120,0.634556592
16523,531.8920288,224.9954224,94.41770172,0.907689333,16911,0.577041268
15488,507.8829956,206.6395264,96.87207794,0.883305728,15968,0.602552116
9908,432.7690125,188.1876831,67.69534302,0.933059335,10205,0.611680448
13418,474.901001,194.5457001,89.70830536,0.887339413,13973,0.604305506
14064,488.947998,206.9332886,87.47862244,0.906251788,14315,0.758576035
15830,520.7819824,215.1391754,95.17147064,0.89683181,16326,0.61051333
16155,515.2800293,217.605484,95.48460388,0.898586273,16418,0.583318293
15593,512.4279785,216.6157074,92.91001892,0.903344214,16050,0.777473092
13234,472.3500061,198.5750122,86.26436615,0.900711834,13512,0.742648721
14862,507.4899902,216.3203125,88.60250092,0.91227001,15125,0.77527386
13077,472.9049988,203.4450684,82.57012939,0.913935423,13405,0.627374768
14947,506.651001,214.3443146,89.52690125,0.908595145,15364,0.562996745
14588,502.5690002,214.8956146,88.20729828,0.911876023,14923,0.536146104
14680,502.9039917,217.1950073,87.00278473,0.916264176,15000,0.580857038
13080,474.2600098,198.9573669,84.75006104,0.904736817,13511,0.702772379
16519,533.2180176,224.2022705,95.21685791,0.905337989,17041,0.740762353
12509,464.5090027,201.5314941,79.65081024,0.918583214,12703,0.54481709
15437,512.947998,211.4087677,94.91480255,0.893550158,15984,0.731611371
12927,453.0150146,184.3237915,89.86130524,0.8731125,13196,0.736917138
13682,488.8999939,199.5596924,89.44221497,0.893934369,14457,0.599666893
14317,499.1109924,206.7794189,89.82534027,0.900719225,14815,0.804235458
14788,480.9620056,199.0625458,95.53791809,0.877301753,15044,0.65750742
15118,514.96698,224.1865997,87.69223785,0.920323789,15454,0.654119074
14337,494.2990112,206.6927795,89.74820709,0.900811374,14859,0.709893048
12333,463.1549988,196.5994415,81.60153198,0.909791827,12705,0.592021883
15200,502.5880127,214.1338043,91.11753082,0.9049505,15461,0.624127448
12292,457.2860107,194.8883209,80.99093628,0.909558356,12561,0.563827336
15290,519.3170166,221.4296265,88.87734222,0.915911794,15699,0.661561072
16259,522.6220093,215.5091858,97.42145538,0.891991377,16728,0.584351659
15929,513.9400024,212.6575165,96.99799347,0.889916718,16293,0.725860119
12580,479.2170105,208.4237518,77.74034119,0.92783463,12879,0.5730685
13269,485.6149902,207.1224518,83.32397461,0.915510833,13741,0.714770496
13893,474.1340027,200.7359161,89.16996765,0.895920038,14123,0.56933856
13724,481.7709961,200.8926697,88.1683197,0.898544371,14038,0.679540515
11689,444.8980103,191.9359741,78.10004425,0.913469672,11935,0.549295127
15676,511.6659851,215.8137207,93.56567383,0.901130319,16016,0.779280186
14401,482.1759949,203.0722198,91.35160065,0.893105209,14608,0.716503322
14274,499.0880127,214.4025269,85.24676514,0.917558193,14559,0.656728804
13445,490.8150024,216.1729736,79.60009766,0.929737091,13640,0.535444021
12800,471.3340149,203.559433,81.30859375,0.916761875,13141,0.611620784
14683,493.571991,209.0519714,90.5843277,0.901244879,14947,0.702199876
13846,479.5870056,197.0045929,90.91550446,0.887145817,14200,0.717558026
14352,484.0840149,203.4968567,91.2685318,0.893782377,14656,0.56805855
14071,479.0929871,197.4049683,92.30098724,0.883955121,14398,0.598995388
14476,489.2380066,203.8588409,91.66152954,0.893213689,14807,0.679847836
13516,483.6889954,207.5319214,83.6856842,0.915093184,13746,0.700855613
12346,456.9049988,193.6128845,82.03561401,0.905798137,12529,0.586731315
13092,465.4370117,197.0418701,85.83563995,0.900130033,13369,0.76885128
12860,469.5589905,197.661026,84.11711121,0.904929042,13269,0.564530313
13746,483.8200073,205.8421936,86.18869019,0.908118844,14060,0.715937495
13277,486.9559937,201.8391418,85.25986481,0.906402588,13771,0.611054838
15651,512.2919922,212.7730103,95.72537994,0.893081784,16022,0.572039485
16094,509.9790039,215.5475922,95.61666107,0.896225452,16403,0.758792996
12801,459.4240112,195.0993347,84.79960632,0.900600255,13058,0.761601627
14646,511.4519958,220.4825745,85.63170624,0.921498001,14999,0.636671901
14805,499.6369934,214.2824402,89.17408752,0.909295022,15090,0.576788247
14811,512.1099854,217.738327,87.48340607,0.915735245,15090,0.549165726
16513,525.9840088,219.2754364,97.95169067,0.894680738,16950,0.610146344
13457,483.6140137,211.0124969,81.87439728,0.921656311,13763,0.673119247
13066,478.0020142,207.5167542,80.51567078,0.921661079,13348,0.557803988
13293,470.2659912,197.9593506,86.07606506,0.900518894,13553,0.713756442
11935,464.9330139,196.5350494,79.72299194,0.914031744,12358,0.566633403
12986,462.1109924,195.5175781,86.1084671,0.89779532,13288,0.790575922
14003,489.2900085,208.332901,87.1922226,0.908205926,14421,0.579114974
12840,466.9030151,198.1559753,83.23425293,0.907503664,13091,0.591378033
13819,487.6700134,207.9707642,86.18774414,0.910084665,14181,0.569691241
14755,499.8179932,202.6122742,95.51608276,0.881907225,15123,0.600529075
